This file is an ordered list of 16bit choices for two additional miller-rabin
bases to use in conjunction with bases 2 and 15, for doing primality testing of
a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to all
four of the following bases: base[0]=2, base[1]=15,
base[2]=column1_base_number, and base[3]=column2_base_number.

The roughly 15000 listed base combinations are the best out of the exhaustive
list of all possible combinations of two 16bit base values (approximately 2
billion combinations all evaluated).

total pseudoprimes   base number   base number
10902  37     36517
10902  52     898
10902  52     14368
10902  52     14703
10902  52     15184
10902  117    38210
10902  148    25168
10902  195    25036
10902  195    64280
10902  208    555
10902  208    2220
10902  208    8706
10902  208    14771
10902  208    23014
10902  208    35520
10902  208    38611
10902  244    43732
10902  468    962
10902  468    15392
10902  555    3328
10902  555    53248
10902  637    9783
10902  637    35816
10902  637    58998
10902  637    59681
10902  637    60404
10902  780    25036
10902  785    15925
10902  832    10744
10902  832    13625
10902  832    13814
10902  832    20533
10902  832    23014
10902  832    42976
10902  832    58812
10902  832    63542
10902  898    13312
10902  1300   16037
10902  1300   24050
10902  1480   43732
10902  1573   16065
10902  1872   3848
10902  1872   17714
10902  1872   40290
10902  1872   61568
10902  2180   46800
10902  2220   3328
10902  2220   48373
10902  2220   53248
10902  2368   25168
10902  2548   4199
10902  2548   10071
10902  2548   11756
10902  2548   47843
10902  2548   52962
10902  2548   59681
10902  2925   21130
10902  2925   23099
10902  2925   29542
10902  2925   42244
10902  2925   62558
10902  2997   14157
10902  3050   65533
10902  3120   25036
10902  3328   8706
10902  3328   14703
10902  3328   25036
10902  3328   26607
10902  3328   35520
10902  3328   35782
10902  3328   47997
10902  3328   54369
10902  3427   24037
10902  3757   58479
10902  3757   63125
10902  3757   63362
10902  4625   14157
10902  4693   11548
10902  4693   63945
10902  4850   45253
10902  5200   7400
10902  5200   25143
10902  5733   5920
10902  5733   19262
10902  5733   21192
10902  5733   54703
10902  6292   6588
10902  6540   10933
10902  6877   33233
10902  7105   54925
10902  7115   10192
10902  7205   32500
10902  7488   53428
10902  8125   52320
10902  8706   53248
10902  8991   60112
10902  9282   43732
10902  9335   63700
10902  9472   36517
10902  9477   13505
10902  9477   24509
10902  9477   53569
10902  9477   53946
10902  9477   56131
10902  9555   53724
10902  9783   40768
10902  10032  21853
10902  10042  65533
10902  10192  15984
10902  10192  35816
10902  10192  40006
10902  10192  46527
10902  10203  15925
10902  10208  36517
10902  10454  49972
10902  10900  51597
10902  10933  30072
10902  10933  32580
10902  10933  39528
10902  11700  13625
10902  11700  19575
10902  11700  53494
10902  11700  56680
10902  12480  64280
10902  12493  44203
10902  12493  46534
10902  12493  52110
10902  13312  14368
10902  13312  14703
10902  13312  15184
10902  13312  59084
10902  13505  37908
10902  13708  24037
10902  13987  22932
10902  14157  18500
10902  14274  61893
10902  14640  61893
10902  14771  18772
10902  14771  53248
10902  15028  16306
10902  15028  20533
10902  15028  21308
10902  15028  40114
10902  15028  43683
10902  15643  37908
10902  15925  24623
10902  15925  54703
10902  15925  61541
10902  15925  62507
10902  16306  60112
10902  16848  30184
10902  17316  19773
10902  17797  24071
10902  17818  22932
10902  17908  18772
10902  18772  28860
10902  18772  46250
10902  18772  61135
10902  19400  45253
10902  19773  20097
10902  19773  48152
10902  19773  53392
10902  19773  59084
10902  19980  24037
10902  20195  36517
10902  20800  24050
10902  21853  24539
10902  21853  63323
10902  23014  53248
10902  23680  43732
10902  23790  65533
10902  24037  24705
10902  24037  26390
10902  24037  38012
10902  24037  54832
10902  24395  37908
10902  25036  49920
10902  25168  37888
10902  25168  61568
10902  25211  54925
10902  26959  43732
10902  28080  44955
10902  28477  61893
10902  28717  29970
10902  28717  47910
10902  28717  52756
10902  28864  33813
10902  29083  43732
10902  29212  32500
10902  29542  46800
10902  29952  38210
10902  33813  38740
10902  34880  46800
10902  35520  53248
10902  35521  49972
10902  35964  40768
10902  37908  47707
10902  37908  56295
10902  37908  62177
10902  37908  63585
10902  38556  49972
10902  38611  53248
10902  38680  48373
10902  38941  65533
10902  39349  46800
10902  39674  43732
10902  40768  57106
10902  40768  58998
10902  40768  63298
10902  40985  45253
10902  42244  46800
10902  43600  51597
10902  43732  44469
10902  43732  58621
10902  43732  62464
10902  45253  48115
10902  45253  60686
10902  46800  56680
10902  48373  61849
10902  49972  55256
10902  49972  62869
10902  53943  58357
10902  60112  63362
10903  13     898
10903  13     3730
10903  13     8880
10903  13     14368
10903  13     20533
10903  13     59680
10903  52     21019
10903  52     33122
10903  52     37228
10903  52     39349
10903  117    17714
10903  117    40290
10903  208    6444
10903  208    8880
10903  208    14703
10903  208    21665
10903  208    47997
10903  208    54369
10903  325    7696
10903  468    13357
10903  468    41905
10903  543    43732
10903  545    11700
10903  637    15984
10903  637    40006
10903  637    40284
10903  638    36517
10903  832    8706
10903  832    19575
10903  832    21019
10903  832    39349
10903  832    46242
10903  898    3328
10903  999    10192
10903  1111   33813
10903  1573   2368
10903  1573   61568
10903  1586   65533
10903  1598   63700
10903  1611   46800
10903  1755   1796
10903  1755   28736
10903  1755   44955
10903  1796   7020
10903  2180   11700
10903  2180   43732
10903  2220   22932
10903  2548   11476
10903  2548   57106
10903  2548   58998
10903  2725   51597
10903  2925   10818
10903  2925   53774
10903  2925   64110
10903  2997   56628
10903  3328   3730
10903  3328   8880
10903  3328   14368
10903  3328   20533
10903  3328   59680
10903  3330   49972
10903  3757   5327
10903  3757   8153
10903  3757   13269
10903  3757   32612
10903  4212   7460
10903  4212   29840
10903  4274   11700
10903  4323   9477
10903  4439   19773
10903  4477   11700
10903  4995   24037
10903  5298   22932
10903  5318   65533
10903  5446   19773
10903  5733   5978
10903  5733   11537
10903  5733   18385
10903  5733   30616
10903  6206   37908
10903  6292   23290
10903  6292   26352
10903  6292   54923
10903  6392   63700
10903  6444   53248
10903  6877   24995
10903  6877   45159
10903  7020   28736
10903  7104   45253
10903  7105   56628
10903  7184   28080
10903  7215   18772
10903  7770   36517
10903  8125   21966
10903  8125   40845
10903  8177   63700
10903  8184   21853
10903  8325   36517
10903  8658   40768
10903  8720   11700
10903  8792   21853
10903  8880   53248
10903  8957   33813
10903  9477   28959
10903  9477   63585
10903  10071  10192
10903  10071  40768
10903  10192  26491
10903  10192  29756
10903  10192  47843
10903  10192  59681
10903  10192  60404
10903  10933  37128
10903  10933  44469
10903  10933  49995
10903  11700  21130
10903  11700  23014
10903  11700  25835
10903  11700  34880
10903  11700  45873
10903  11700  54369
10903  11700  58812
10903  12025  51597
10903  12155  14157
10903  12493  50789
10903  12493  59381
10903  12493  62779
10903  12532  45253
10903  12560  15925
10903  12866  65533
10903  13312  39349
10903  13312  54602
10903  13357  26325
10903  13469  24037
10903  14157  61079
10903  14703  53248
10903  15028  38012
10903  15028  63660
10903  15925  20406
10903  15925  40106
10903  15925  49681
10903  15925  50546
10903  16037  20800
10903  16065  25168
10903  16811  46800
10903  16848  59200
10903  17316  37908
10903  17714  29952
10903  17776  33813
10903  17797  19092
10903  19143  19773
10903  19455  33813
10903  19773  57971
10903  20142  49972
10903  20226  54925
10903  20299  24037
10903  20533  60112
10903  21665  53248
10903  21853  48034
10903  22932  35615
10903  23892  45253
10903  24037  25011
10903  24037  33260
10903  24037  39321
10903  24037  46181
10903  24037  59048
10903  24037  59198
10903  24507  45253
10903  24609  63700
10903  25078  39325
10903  26325  27141
10903  26470  51597
10903  26995  48373
10903  27259  37908
10903  27822  45253
10903  27975  56355
10903  28717  50156
10903  28959  37908
10903  29669  65533
10903  29952  40290
10903  30050  37908
10903  31213  59200
10903  33813  34801
10903  36517  40402
10903  37908  47019
10903  37908  50870
10903  38611  46800
10903  38967  54925
10903  40768  52962
10903  40768  58719
10903  40977  42237
10903  43198  63700
10903  43732  62572
10903  46800  64110
10903  47997  53248
10903  48800  65533
10903  49920  64280
10903  49972  57822
10903  49972  59381
10903  49985  65533
10903  52655  63700
10903  53248  54369
10903  55911  65533
10903  56210  60112
10903  58201  65533
10903  58479  60112
10903  60112  62090
10903  61893  63423
10903  62170  63700
10903  62507  63700
10904  13     14771
10904  13     21665
10904  13     23014
10904  13     45061
10904  13     54602
10904  52     20533
10904  52     34042
10904  52     44301
10904  52     54602
10904  52     63542
10904  117    3848
10904  117    61568
10904  148    1573
10904  195    6259
10904  195    16070
10904  208    898
10904  208    14368
10904  208    17891
10904  208    20533
10904  208    45061
10904  325    481
10904  370    10933
10904  444    45253
10904  468    46716
10904  481    7020
10904  592    25168
10904  637    999
10904  637    10071
10904  637    26491
10904  637    28420
10904  637    29756
10904  780    6259
10904  832    2180
10904  832    34880
10904  832    37228
10904  832    44301
10904  832    53268
10904  832    54602
10904  898    53248
10904  1053   19573
10904  1053   30184
10904  1573   37888
10904  1573   47278
10904  1611   11700
10904  1647   6292
10904  1872   38210
10904  2172   43732
10904  2548   10693
10904  2548   35964
10904  2548   39132
10904  2548   40006
10904  2548   40284
10904  2869   10192
10904  2925   16811
10904  2925   20533
10904  2925   53569
10904  2925   53880
10904  3328   14771
10904  3328   21665
10904  3328   23014
10904  3328   45061
10904  3328   54602
10904  3552   33813
10904  3757   8991
10904  3757   15915
10904  3757   21308
10904  3757   53890
10904  3757   62090
10904  3848   29952
10904  4323   37908
10904  4329   60112
10904  4693   17908
10904  4693   18759
10904  5200   7696
10904  5733   6540
10904  5733   7654
10904  5733   11956
10904  5733   23912
10904  5733   35520
10904  5994   15925
10904  6259   49920
10904  6292   47278
10904  6344   65533
10904  6540   22932
10904  7303   32500
10904  7518   10933
10904  8125   13080
10904  8125   31443
10904  8125   42349
10904  8125   63419
10904  8688   10933
10904  8830   36517
10904  8991   36517
10904  9298   15925
10904  9298   21853
10904  9477   27010
10904  9477   50714
10904  9477   50870
10904  9477   50997
10904  9477   54735
10904  9477   58000
10904  9783   10192
10904  10192  28420
10904  10192  34632
10904  10192  57106
10904  10203  51597
10904  10933  26160
10904  10933  45325
10904  11476  40768
10904  11901  58357
10904  12155  56628
10904  12200  28717
10904  12480  16070
10904  12493  16685
10904  12493  25953
10904  12493  38827
10904  12493  51903
10904  12493  62869
10904  12539  36517
10904  12539  65533
10904  13269  60112
10904  13312  20533
10904  13312  21019
10904  13312  33122
10904  13312  34042
10904  13312  37228
10904  13312  44301
10904  13312  63542
10904  13317  46800
10904  13320  49972
10904  13348  19773
10904  14208  33813
10904  14368  53248
10904  15643  43732
10904  15925  26165
10904  15925  51988
10904  16848  19573
10904  16848  56717
10904  17629  37908
10904  17797  34436
10904  17891  53248
10904  18772  41625
10904  18772  44582
10904  19548  48373
10904  19773  21784
10904  19773  50714
10904  19773  52846
10904  20249  36517
10904  20533  46800
10904  20533  53248
10904  21270  33813
10904  22021  61893
10904  22932  23480
10904  22932  54260
10904  23865  28717
10904  24037  35844
10904  24050  37908
10904  25568  63700
10904  25765  36517
10904  25953  49972
10904  26325  40290
10904  26451  45253
10904  26901  51597
10904  28086  45253
10904  28237  36517
10904  29952  61568
10904  31213  36446
10904  31831  45253
10904  32500  53654
10904  32703  36517
10904  32708  58357
10904  33641  49972
10904  33813  37719
10904  33813  42763
10904  33813  55994
10904  33813  61325
10904  34426  63700
10904  34752  43732
10904  35320  36517
10904  35964  36517
10904  36517  36973
10904  37113  48373
10904  37908  41023
10904  37908  54735
10904  38568  65533
10904  38896  65533
10904  38906  65533
10904  40006  40768
10904  40284  40768
10904  40768  48025
10904  40768  52982
10904  43643  43875
10904  43732  47529
10904  43772  63700
10904  44933  49972
10904  45061  53248
10904  45253  58719
10904  46800  55606
10904  48373  52756
10904  48373  63563
10904  49972  50485
10904  49972  60081
10904  50714  54925
10904  51018  54925
10904  51487  65533
10904  53280  56355
10904  53280  60112
10904  57093  65533
10904  58357  64935
10904  61541  63700
10905  13     58721
10905  37     25168
10905  52     7460
10905  52     10012
10905  52     10561
10905  52     13814
10905  52     53268
10905  208    35782
10905  208    39349
10905  208    54602
10905  208    60736
10905  325    1850
10905  325    24050
10905  325    29600
10905  449    28080
10905  468    38210
10905  481    1755
10905  481    5200
10905  481    28080
10905  545    832
10905  549    10933
10905  637    7105
10905  637    8991
10905  637    47843
10905  832    3592
10905  832    7460
10905  832    8720
10905  832    34042
10905  832    55256
10905  832    59084
10905  888    33813
10905  1611   2925
10905  1635   10933
10905  1755   1924
10905  1755   7184
10905  1865   4212
10905  1872   22021
10905  1924   7020
10905  1924   28080
10905  1998   28717
10905  1998   49972
10905  2046   21853
10905  2089   10933
10905  2089   43732
10905  2220   5733
10905  2368   36517
10905  2431   65533
10905  2887   4693
10905  2925   13317
10905  2925   13470
10905  2925   19689
10905  2925   25835
10905  2925   26862
10905  2925   38611
10905  2925   43470
